MCTFS Baseline Standard Change Audit (BSCA)
Job:,TC77BSCA
Run Date:,20260629

*
* Report Selection Criteria:
* ==========================
*
* Current Production
* Production History
* Date Range From:2026-03-01
*            To  :2026-05-31
*
* Type       :
* Name       :
* Lasp Op    :
* Appl       :MTFS
* OwnApplGrp :
* Stream     :TFSFOS
* Level      :
* User       :
* Checkout   :
* Env        :
* Release    :
* Workref    :
*

TEST CRITERIA
1. Requirement for the change was documented under a valid work type
2. Proper authorization to make the modification was documented in Jira
3. Evidence of change was documented in Jira Sub-Task
4. Test was performed and accepted demonstrating this modification aligned with requirements
5. Overall project was approved to release to production
6. Release container for the change has two different people approve the release to production

"NOTE: Report has been sorted for optimal audit steps. Sort by DATE, TIME ASC to put in order that was used for random selection."

SELECTED,APPL,TYPE,NAME,VER,ACTION,RELEASE,DATE,TIME,PATH,JIRA #,WORK TYPE,TEST 1,TEST 2,TEST 3,TEST 4,TEST 5,TEST 6,NOTES
,MTFS,COB,T7033061,8,C,SR00000090,2026-04-22,04:52:38,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033007,13,C,SR00000090,2026-04-22,04:52:41,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033121,3,C,SR00000090,2026-04-22,04:52:46,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33BG46,3,C,SR00000090,2026-04-22,04:52:49,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033DTC,3,C,SR00000090,2026-04-22,04:52:51,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033211,5,C,SR00000090,2026-04-22,04:52:54,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033410,4,C,SR00000090,2026-04-22,04:52:57,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033G87,16,C,SR00000090,2026-04-22,04:53:00,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033075,9,C,SR00000090,2026-04-22,04:53:03,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033193,3,C,SR00000090,2026-04-22,04:53:06,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033055,3,C,SR00000090,2026-04-22,04:53:08,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033PRV,17,C,SR00000090,2026-04-22,04:53:12,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7031756,10,C,SR00000090,2026-04-22,04:53:14,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033245,20,C,SR00000090,2026-04-22,04:53:17,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033172,3,C,SR00000090,2026-04-22,04:53:20,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033G03,4,C,SR00000090,2026-04-22,04:53:23,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033216,3,C,SR00000090,2026-04-22,04:53:25,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033032,7,C,SR00000090,2026-04-22,04:53:28,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033019,7,C,SR00000090,2026-04-22,04:53:31,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033062,3,C,SR00000090,2026-04-22,04:53:33,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033096,6,C,SR00000090,2026-04-22,04:53:36,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033067,5,C,SR00000090,2026-04-22,04:53:39,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033141,5,C,SR00000090,2026-04-22,04:53:41,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033031,8,C,SR00000090,2026-04-22,04:53:44,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033274,3,C,SR00000090,2026-04-22,04:53:47,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033107,5,C,SR00000090,2026-04-22,04:53:50,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033269,7,C,SR00000090,2026-04-22,04:53:53,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033381,27,C,SR00000090,2026-04-22,04:53:57,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033113,8,C,SR00000090,2026-04-22,04:54:00,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033116,25,C,SR00000090,2026-04-22,04:54:04,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033846,3,C,SR00000090,2026-04-22,04:54:06,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033773,15,C,SR00000090,2026-04-22,04:54:09,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033910,5,C,SR00000090,2026-04-22,04:54:12,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033110,8,C,SR00000090,2026-04-22,04:54:15,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033170,17,C,SR00000090,2026-04-22,04:54:18,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033G33,26,C,SR00000090,2026-04-22,04:54:21,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033824,3,C,SR00000090,2026-04-22,04:54:24,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033881,18,C,SR00000090,2026-04-22,04:54:27,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033436,4,C,SR00000090,2026-04-22,04:54:29,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033208,3,C,SR00000090,2026-04-22,04:54:32,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033052,52,C,SR00000090,2026-04-22,04:54:36,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033882,8,C,SR00000090,2026-04-22,04:54:40,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033494,4,C,SR00000090,2026-04-22,04:54:43,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033239,14,C,SR00000090,2026-04-22,04:54:46,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033106,5,C,SR00000090,2026-04-22,04:54:48,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033323,29,C,SR00000090,2026-04-22,04:54:52,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033180,11,C,SR00000090,2026-04-22,04:54:55,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033906,5,C,SR00000090,2026-04-22,04:54:58,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033823,3,C,SR00000090,2026-04-22,04:55:00,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7036SBX,3,C,SR00000090,2026-04-22,04:55:03,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033842,19,C,SR00000090,2026-04-22,04:55:07,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033470,5,C,SR00000090,2026-04-22,04:55:09,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033883,5,C,SR00000090,2026-04-22,04:55:12,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033194,3,C,SR00000090,2026-04-22,04:55:15,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033217,3,C,SR00000090,2026-04-22,04:55:17,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033625,6,C,SR00000090,2026-04-22,04:55:20,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033249,3,C,SR00000090,2026-04-22,04:55:23,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033462,3,C,SR00000090,2026-04-22,04:55:26,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033209,3,C,SR00000090,2026-04-22,04:55:29,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033461,5,C,SR00000090,2026-04-22,04:55:31,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033884,10,C,SR00000090,2026-04-22,04:55:35,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033109,25,C,SR00000090,2026-04-22,04:55:39,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034W77,17,C,SR00000090,2026-04-22,04:55:41,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033246,3,C,SR00000090,2026-04-22,04:55:44,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJSPINBD,9,C,SR00000090,2026-04-22,04:55:46,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033448,7,C,SR00000090,2026-04-22,04:55:49,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033810,3,C,SR00000090,2026-04-22,04:55:52,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034SIE,7,C,SR00000090,2026-04-22,04:55:54,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033307,5,C,SR00000090,2026-04-22,04:55:57,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE500,20,C,SR00000090,2026-04-22,04:56:00,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TELPLOAD,5,C,SR00000090,2026-04-22,04:56:02,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033909,5,C,SR00000090,2026-04-22,04:56:05,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7036SGA,6,C,SR00000090,2026-04-22,04:56:08,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047TFR,5,C,SR00000090,2026-04-22,04:56:10,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034AUL,4,C,SR00000090,2026-04-22,04:56:12,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7036RZE,7,C,SR00000090,2026-04-22,04:56:16,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033880,18,C,SR00000090,2026-04-22,04:56:20,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033826,17,C,SR00000090,2026-04-22,04:56:23,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK0A0815,5,C,SR00000090,2026-04-22,04:56:25,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,THAPVAL0,6,C,SR00000090,2026-04-22,04:56:29,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJQPQCAC,10,C,SR00000090,2026-04-22,04:56:36,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TWSPUDAC,5,C,SR00000090,2026-04-22,04:56:39,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033886,9,C,SR00000090,2026-04-22,04:56:43,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE100,44,C,SR00000090,2026-04-22,04:56:46,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK121200,12,C,SR00000090,2026-04-22,04:56:48,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047OCD,4,C,SR00000090,2026-04-22,04:56:51,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047RFN,2,C,SR00000090,2026-04-22,04:56:53,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TECPUPDT,6,C,SR00000090,2026-04-22,04:56:56,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJHPRT05,6,C,SR00000090,2026-04-22,04:57:02,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE900,4,C,SR00000090,2026-04-22,04:57:07,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE200,51,C,SR00000090,2026-04-22,04:57:10,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030PHA,4,C,SR00000090,2026-04-22,04:57:15,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033185,12,C,SR00000090,2026-04-22,04:57:18,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033G15,8,C,SR00000090,2026-04-22,04:57:22,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TK0A0927,6,C,SR00000090,2026-04-22,04:57:24,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TBAPG010,5,C,SR00000090,2026-04-22,04:57:27,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030CTY,13,C,SR00000090,2026-04-22,04:57:29,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TBAPG060,5,C,SR00000090,2026-04-22,04:57:36,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TBAPG040,6,C,SR00000090,2026-04-22,04:57:43,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030UM8,6,C,SR00000090,2026-04-22,04:57:45,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TK0B0SAL,16,C,SR00000090,2026-04-22,04:57:48,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WBB,3,C,SR00000090,2026-04-22,04:57:50,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WEG,3,C,SR00000090,2026-04-22,04:57:52,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WGB,11,C,SR00000090,2026-04-22,04:57:54,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WEE,4,C,SR00000090,2026-04-22,04:57:57,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WE1,3,C,SR00000090,2026-04-22,04:57:59,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033657,8,C,SR00000090,2026-04-22,04:58:02,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WEC,6,C,SR00000090,2026-04-22,04:58:04,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030WHA,6,C,SR00000090,2026-04-22,04:58:06,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033663,4,C,SR00000090,2026-04-22,04:58:09,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033664,18,C,SR00000090,2026-04-22,04:58:12,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033668,10,C,SR00000090,2026-04-22,04:58:15,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033661,7,C,SR00000090,2026-04-22,04:58:17,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033666,5,C,SR00000090,2026-04-22,04:58:23,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033659,11,C,SR00000090,2026-04-22,04:58:26,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033665,9,C,SR00000090,2026-04-22,04:58:29,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T706SDEX,14,C,SR00000090,2026-04-22,04:58:36,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033667,16,C,SR00000090,2026-04-22,04:58:42,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T703014A,103,C,SR00000090,2026-04-22,04:58:51,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047AHI,6,,SR00000090,2026-04-22,04:58:58,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047AHJ,9,,SR00000090,2026-04-22,04:59:06,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7047AHK,7,,SR00000090,2026-04-22,04:59:13,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7034WI7,3,C,SR00000090,2026-04-22,04:59:15,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7031SDL,8,C,SR00000090,2026-04-22,04:59:22,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T733CSTV,9,C,SR00000090,2026-04-22,04:59:25,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030180,80,C,SR00000090,2026-04-22,04:59:29,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7036RZB,57,C,SR00000090,2026-04-22,04:59:39,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033352,9,,SR00000090,2026-04-22,04:59:42,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033001,24,,SR00000090,2026-04-22,04:59:46,DR1A,,,N,N,N,N,N,N,
,MTFS,CMAP,TJJMTRN,4,,SR00000090,2026-04-22,04:59:48,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TJJMTRE,3,,SR00000090,2026-04-22,04:59:49,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJRPTITL,30,,SR00000090,2026-04-22,04:59:54,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030TXI,4,C,SR00000090,2026-04-22,04:59:56,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TWSPDTAX,10,C,SR00000090,2026-04-22,04:59:59,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJLPWGTX,16,C,SR00000090,2026-04-22,05:00:07,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TRSPRM06,6,C,SR00000090,2026-04-22,05:00:15,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030M11,54,,SR00000090,2026-04-22,05:00:26,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33PPAY,21,,SR00000090,2026-04-22,05:00:31,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK1TABSQ,4,C,SR00000090,2026-04-22,05:00:33,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033473,30,,SR00000090,2026-04-22,05:00:37,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030T01,7,,SR00000090,2026-04-22,05:00:40,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMC82,3,,SR00000090,2026-04-22,05:00:42,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMC54,3,,SR00000090,2026-04-22,05:00:44,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMC15,3,,SR00000090,2026-04-22,05:00:46,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMC77,3,,SR00000090,2026-04-22,05:00:48,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047P77,4,,SR00000090,2026-04-22,05:00:50,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TBLPCT77,5,,SR00000090,2026-04-22,05:00:53,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047P15,4,,SR00000090,2026-04-22,05:00:56,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPTB77,4,,SR00000090,2026-04-22,05:00:58,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPTB15,4,,SR00000090,2026-04-22,05:01:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047P82,4,,SR00000090,2026-04-22,05:01:07,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMC01,5,,SR00000090,2026-04-22,05:01:09,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMC10,4,,SR00000090,2026-04-22,05:01:11,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TBLMC52,3,,SR00000090,2026-04-22,05:01:13,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPTB01,6,,SR00000090,2026-04-22,05:01:16,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPTB10,5,,SR00000090,2026-04-22,05:01:19,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPTB52,4,,SR00000090,2026-04-22,05:01:22,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047S52,4,,SR00000090,2026-04-22,05:01:25,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TBLPCT01,10,,SR00000090,2026-04-22,05:01:29,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,X7047S01,7,,SR00000090,2026-04-22,05:01:31,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047P10,5,,SR00000090,2026-04-22,05:01:34,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047P52,4,,SR00000090,2026-04-22,05:01:37,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047P01,6,,SR00000090,2026-04-22,05:01:40,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047C10,6,,SR00000090,2026-04-22,05:01:43,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047C52,6,,SR00000090,2026-04-22,05:01:46,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033359,110,,SR00000090,2026-04-22,05:01:52,DR1A,,,N,N,N,N,N,N,
,MTFS,CMAP,TJTM168,3,,SR00000090,2026-04-22,05:01:54,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJJPTREV,6,,SR00000090,2026-04-22,05:02:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPTB82,5,,SR00000090,2026-04-22,05:02:03,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPTB54,5,,SR00000090,2026-04-22,05:02:06,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPE400,44,,SR00000090,2026-04-22,05:02:10,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TDMPCFMM,20,,SR00000090,2026-04-22,05:02:13,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030UP8,7,,SR00000090,2026-04-22,05:02:16,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030BFA,13,,SR00000090,2026-04-22,05:02:18,DR1B,,,N,N,N,N,N,N,
,MTFS,CMAP,TJEMBTR,13,,SR00000090,2026-04-22,05:02:24,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJEPPBTR,16,,SR00000090,2026-04-22,05:02:27,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJEPTBTR,19,,SR00000090,2026-04-22,05:02:31,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033JER,80,,SR00000090,2026-04-22,05:02:37,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJYPR619,11,,SR00000090,2026-04-22,05:02:40,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJRPTRMK,30,,SR00000090,2026-04-22,05:02:43,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJAPMENU,40,,SR00000090,2026-04-22,05:02:48,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030CTR,13,,SR00000090,2026-04-22,05:02:51,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TK0A2SPL,34,,SR00000090,2026-04-22,05:02:55,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034W38,7,,SR00000090,2026-04-22,05:02:58,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T33T52LU,5,,SR00000090,2026-04-22,05:03:01,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034W74,5,,SR00000090,2026-04-22,05:03:04,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034W58,5,,SR00000090,2026-04-22,05:03:07,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034W98,8,,SR00000090,2026-04-22,05:03:10,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034W60,7,,SR00000090,2026-04-22,05:03:13,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033ARU,5,,SR00000090,2026-04-22,05:03:16,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033SEP,4,,SR00000090,2026-04-22,05:03:19,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033525,9,,SR00000090,2026-04-22,05:03:23,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7034QBA,5,,SR00000090,2026-04-22,05:03:26,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T703012M,11,,SR00000090,2026-04-22,05:03:36,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TK0A0RCT,5,,SR00000090,2026-04-22,05:03:39,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033DDN,60,,SR00000090,2026-04-22,05:03:48,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7039F77,19,,SR00000090,2026-04-22,05:03:52,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030140,79,,SR00000090,2026-04-22,05:03:58,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7036RZC,14,,SR00000090,2026-04-22,05:04:06,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7036RZA,51,,SR00000090,2026-04-22,05:04:17,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TJEPBTRB,24,,SR00000090,2026-04-22,05:04:25,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TWSPTBTR,23,,SR00000090,2026-04-22,05:04:28,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7047BTR,14,,SR00000090,2026-04-22,05:04:37,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033I6V,21,,SR00000090,2026-04-22,05:04:45,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033I6E,65,,SR00000090,2026-04-22,05:04:50,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030SVC,12,,SR00000090,2026-04-22,05:04:53,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030FVP,12,,SR00000090,2026-04-22,05:04:56,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030LAP,9,,SR00000090,2026-04-22,05:04:59,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030CTS,10,,SR00000090,2026-04-22,05:05:02,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TIMPDSSN,6,,SR00000090,2026-04-22,05:05:05,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TIMPSSNS,13,,SR00000090,2026-04-22,05:05:07,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TIMPSSNV,14,,SR00000090,2026-04-22,05:05:14,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7034W59,6,,SR00000090,2026-04-22,05:05:17,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033000,34,,SR00000090,2026-04-22,05:05:22,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7033PDB,24,C,SR00000090,2026-04-22,05:05:25,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033G02,6,C,SR00000090,2026-04-22,05:05:28,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033557,34,,SR00000090,2026-04-22,05:05:34,DR1A,,,N,N,N,N,N,N,
,MTFS,CMAP,THSM300,4,,SR00000090,2026-04-22,05:05:36,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,THSP3000,6,,SR00000090,2026-04-22,05:05:39,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TJTSPLMT,6,,SR00000090,2026-04-22,05:05:41,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7031505,6,,SR00000090,2026-04-22,05:05:44,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7033G13,34,C,SR00000090,2026-04-22,05:05:48,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7031704,6,,SR00000090,2026-04-22,05:05:51,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7030ATP,21,C,SR00000090,2026-04-22,05:05:56,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7034W82,27,,SR00000090,2026-04-22,05:05:59,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7032NIS,6,,SR00000090,2026-04-22,05:06:02,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,TOMPASSC,13,C,SR00000090,2026-04-22,05:06:06,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7036VAB,73,C,SR00000090,2026-04-22,05:06:11,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T703014B,65,,SR00000090,2026-04-22,05:06:16,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,T7030PHB,4,,SR00000090,2026-04-22,05:06:18,DR1B,,,N,N,N,N,N,N,
,MTFS,COB,T7036LES,142,,SR00000090,2026-04-22,05:06:27,DR1A,,,N,N,N,N,N,N,
,MTFS,COB,TWSPTVSM,5,,SR00000090,2026-04-22,05:06:29,DR1A,,,N,N,N,N,N,N,
